rep,Activity ID,Activity Date,Activity Name,sport,Activity Description,duration,distance,Max Heart Rate...8,relative_effort,Commute...10,Activity Gear,Athlete Weight,Bike Weight,Elapsed Time...15,Moving Time,Distance...17,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate...30,Average Heart Rate,Max Watts,Calories,Max Temperature,Average Temperature,Relative Effort...37,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute...48,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,duration_mins,relative_effort_min,year
41,770896078,"Oct 3, 2016, 4:18:19 PM",Santa Barbara - Montecito,Run,Via RunGap,3948,9.96,164,17,FALSE,NA,64.5800018310547,NA,3948,3948,9963.900390625,4.59999990463257,NA,17.1764278411865,NA,1.70000004768372,19.2000007629395,11.3999996185303,0,NA,NA,78.7354431152344,93,164,135.83154296875,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8,0.25835866261398177,2016
42,770896124,"Oct 2, 2016, 3:29:55 PM",Santa Barbara - Montecito,Run,Via RunGap,3901,10.06,168,22,FALSE,NA,64.5800018310547,NA,3901,3898,10064,5,NA,17.1678943634033,NA,1.60000002384186,19.2999992370605,12.1999998092651,0.0109300473704934,NA,NA,79.6582870483398,95,168,136.700531005859,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.01666666666667,0.33837477569853885,2016
43,770896165,"Oct 1, 2016, 2:36:21 PM",Santa Barbara - Montecito,Run,Via RunGap,3892,9.950000000000001,168,66,FALSE,NA,64.5800018310547,NA,3892,3873,9950,5.09999990463257,NA,17.0380954742432,NA,1.60000002384186,19.1000003814697,10.3000001907349,0.0100502511486411,NA,NA,80.1446075439453,94,168,141.739501953125,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.86666666666666,1.0174717368961974,2016
44,770896227,"Sep 29, 2016, 12:34:37 PM",Elia,Run,Via RunGap,4001,9.75,164,19,FALSE,NA,64.5800018310547,NA,4001,3980,9752.099609375,4.09999990463257,NA,37.5027275085449,NA,154.800003051758,193.800003051758,5.30000019073486,-0.00512710073962808,NA,NA,78.5355911254883,90,164,136.195434570313,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.68333333333334,0.284928767808048,2016
45,770896231,"Sep 27, 2016, 10:14:02 PM",Swimming,Swim,Via RunGap,1848,1394,NA,NA,FALSE,NA,64.5800018310547,NA,1848,1848,1394,4.59999990463257,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,2016
46,770896294,"Sep 28, 2016, 1:33:38 PM",Santa Barbara - Montecito,Run,Via RunGap,4154,10.17,157,20,FALSE,NA,64.5800018310547,NA,4154,4146,10177,4,NA,17.3080806732178,NA,1.5,19.2000007629395,11.6999998092651,-9.8260783124715e-4,NA,NA,78.986572265625,93,157,139.234359741211,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.23333333333333,0.2888781896966779,2016
47,770896354,"Sep 27, 2016, 4:06:44 PM",Santa Barbara - Balboa Building,Run,Via RunGap,4184,10.66,173,42,FALSE,NA,64.5800018310547,NA,4184,4090,10661.5,9.19999980926514,NA,12.1445455551147,NA,1.70000004768372,14.3999996185303,11,0,NA,NA,79.0239562988281,92,173,147.906204223633,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.73333333333333,0.6022944550669216,2016
48,770896408,"Sep 26, 2016, 3:45:26 PM",Santa Barbara - Montecito,Run,Via RunGap,3998,10.1,NA,NA,FALSE,NA,64.5800018310547,NA,3998,3995,10099.400390625,4.09999990463257,NA,17.3734855651855,NA,1.5,19.2000007629395,10.5,0.00396063132211566,NA,NA,79.2514877319336,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.63333333333334,NA,2016
49,770896466,"Sep 25, 2016, 2:43:59 PM",Santa Barbara - Montecito,Run,Via RunGap,4016,10.1,170,22,FALSE,NA,64.5800018310547,NA,4016,4007,10103.900390625,4.40000009536743,NA,17.245454788208,NA,1.5,19.2000007629395,12.8999996185303,0.00593830086290836,NA,NA,79.7636337280273,93,170,141.313766479492,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.93333333333334,0.3286852589641434,2016
50,770896489,"Sep 24, 2016, 3:33:28 PM",Santa Barbara - Montecito,Run,Via RunGap,3908,10.02,161,19,FALSE,NA,64.5800018310547,NA,3908,3908,10024.400390625,4.5,NA,17.2052631378174,NA,1.39999997615814,19.2000007629395,11,-9.9756591953337e-4,NA,NA,79.26806640625,93,161,138.328247070313,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.13333333333334,0.2917093142272262,2016
51,770896511,"Sep 22, 2016, 12:04:02 PM",Elia - Fisherville,Run,Via RunGap,3740,9.69,174,32,FALSE,NA,64.5800018310547,NA,3740,3544,9698.900390625,5.40000009536743,NA,60.0384788513184,NA,166.800003051758,197.899993896484,5.69999980926514,-0.00515522388741374,NA,NA,80.3391494750977,97,174,146.563339233398,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.333333333333336,0.5133689839572192,2016
52,770896521,"Sep 20, 2016, 11:04:16 PM",Swimming,Swim,Via RunGap,2054,1825,NA,NA,FALSE,NA,64.5800018310547,NA,2054,2054,1825,5,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.233333333333334,NA,2016
53,770896560,"Sep 21, 2016, 1:52:29 PM",Santa Barbara - Montecito,Run,Via RunGap,3964,10.12,161,23,FALSE,NA,64.5800018310547,NA,3964,3964,10128.099609375,3.79999995231628,NA,15.235990524292,NA,1.29999995231628,17.2999992370605,14.6999998092651,0.00296205608174205,NA,NA,79.5353622436523,96,161,141.557464599609,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.06666666666666,0.3481331987891019,2016
54,770896616,"Sep 20, 2016, 3:26:54 PM",Santa Barbara - Montecito,Run,Via RunGap,4013,10.19,159,20,FALSE,NA,64.5800018310547,NA,4013,3961,10197.7998046875,5,NA,17.5763645172119,NA,1.20000004768372,19.2000007629395,11.8000001907349,-0.00294181099161506,NA,NA,78.8937149047852,92,159,139.84423828125,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.88333333333334,0.299028158484924,2016
55,770896642,"Sep 19, 2016, 3:17:12 PM",Santa Barbara - Montecito,Run,Via RunGap,3948,10.09,147,15,FALSE,NA,64.5800018310547,NA,3948,3915,10097.2001953125,4,NA,17.3535709381104,NA,1.29999995231628,19.2000007629395,11.6999998092651,0.00891336239874363,NA,NA,78.7698211669922,93,147,132.844345092773,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8,0.22796352583586627,2016
56,770896692,"Sep 18, 2016, 5:41:19 PM",Santa Barbara - Montecito,Run,Via RunGap,3773,9.950000000000001,160,17,FALSE,NA,64.5800018310547,NA,3773,3748,9956.099609375,4.69999980926514,NA,17.2942848205566,NA,1.20000004768372,19.2000007629395,11.3999996185303,0.00602645613253117,NA,NA,79.4091033935547,93,160,137.410736083984,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.88333333333333,0.27034190299496424,2016
57,770896720,"Sep 17, 2016, 3:25:13 PM",Santa Barbara - Montecito,Run,Via RunGap,3688,9.98,164,35,FALSE,NA,64.5800018310547,NA,3688,3640,9988.7001953125,4.09999990463257,NA,17.165454864502,NA,1.60000002384186,19.2000007629395,11.6000003814697,0.00100113125517964,NA,NA,79.9581909179688,94,164,147.423355102539,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.46666666666667,0.56941431670282,2016
58,770896759,"Sep 15, 2016, 11:20:54 AM",Elia - Fisherville,Run,Via RunGap,3824,9.850000000000001,161,61,FALSE,NA,64.5800018310547,NA,3824,3725,9849.7998046875,4.59999990463257,NA,59.8834648132324,NA,166.800003051758,197.899993896484,5.80000019073486,-0.00609149411320686,NA,NA,80.5417098999023,104,161,134.683746337891,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.733333333333334,0.9571129707112971,2016
59,770896827,"Sep 14, 2016, 11:25:46 AM",Elia - Fisherville,Run,Via RunGap,3895,9.739999999999998,160,16,FALSE,NA,64.5800018310547,NA,3895,3798,9742.2998046875,4.59999990463257,NA,61.415657043457,NA,166.800003051758,197.899993896484,5.80000019073486,0.00102645170409232,NA,NA,78.8547973632813,90,160,131.088470458984,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.91666666666667,0.2464698331193838,2016
60,770896859,"Sep 13, 2016, 12:27:20 PM",Elia,Run,Via RunGap,3932,9.78,159,17,FALSE,NA,64.5800018310547,NA,3932,3893,9779.7998046875,4.90000009536743,NA,37.765933990478494,NA,154.800003051758,193.600006103516,5.19999980926514,0.00204503163695335,NA,NA,78.4976119995117,91,159,133.308059692383,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.53333333333333,0.25940996948118006,2016
61,770896891,"Sep 12, 2016, 1:02:47 PM",Elia - Fisherville,Run,Via RunGap,3815,9.8,158,20,FALSE,NA,64.5800018310547,NA,3815,3704,9807.5,5.19999980926514,NA,63.8467864990234,NA,166.800003051758,197.899993896484,6.30000019073486,-0.00101962778717279,NA,NA,79.9718475341797,93,158,138.588409423828,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.583333333333336,0.3145478374836173,2016
62,770896937,"Sep 11, 2016, 2:14:34 PM",Elia - Fisherville,Run,Via RunGap,4100,10.93,164,21,FALSE,NA,64.5800018310547,NA,4100,4093,10929.900390625,8.69999980926514,NA,60.6187171936035,NA,166.800003051758,197.899993896484,5.90000009536743,-0.00731937168166041,NA,NA,79.3300399780273,93,164,138.018280029297,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.33333333333333,0.3073170731707317,2016
63,770896995,"Sep 10, 2016, 1:28:30 PM",Elia - Fisherville,Run,Via RunGap,4044,10.43,166,30,FALSE,NA,64.5800018310547,NA,4044,4010,10434.2998046875,4.30000019073486,NA,60.5586357116699,NA,166.800003051758,197.899993896484,5.69999980926514,-0.00958377681672573,NA,NA,78.7202377319336,92,166,144.739074707031,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.4,0.4451038575667655,2016
64,770897017,"Sep 8, 2016, 1:17:02 PM",Elia,Run,Via RunGap,3695,9.8,175,72,FALSE,NA,64.5800018310547,NA,3695,3665,9804.2998046875,6.09999990463257,NA,37.882999420166,NA,154.699996948242,194.800003051758,5.09999990463257,-0.0101996064186096,NA,NA,78.8488388061523,93,175,154.907257080078,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.583333333333336,1.16914749661705,2016
65,770897105,"Sep 7, 2016, 1:45:37 PM",Santa Barbara - Montecito,Run,Via RunGap,3847,10.09,161,24,FALSE,NA,64.5800018310547,NA,3847,3843,10091,4.59999990463257,NA,15.1402635574341,NA,1.60000002384186,17.5,16.2000007629395,0.0079278564080596,NA,NA,79.5871124267578,99,161,142.604904174805,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.11666666666666,0.3743176501169743,2016
66,770897169,"Sep 6, 2016, 3:43:14 PM",Santa Barbara - Montecito,Run,Via RunGap,4029,10.61,168,46,FALSE,NA,64.5800018310547,NA,4029,4006,10611.900390625,4.90000009536743,NA,17.4585704803467,NA,0.899999976158142,19.2999992370605,12.1999998092651,-0.00282701500691474,NA,NA,79.6706695556641,100,168,148.991058349609,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.15,0.6850335070737155,2016
67,770897200,"Sep 5, 2016, 2:33:44 PM",Santa Barbara - Montecito,Run,Via RunGap,4140,10.48,165,36,FALSE,NA,64.5800018310547,NA,4140,4108,10480.5,4.59999990463257,NA,17.4507179260254,NA,1.29999995231628,19.2000007629395,13.3999996185303,0.00286245881579816,NA,NA,79.8690032958984,96,165,146.42301940918,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0.5217391304347826,2016
68,770897235,"Sep 3, 2016, 2:46:15 PM",Marine Terrace - Happy Hill,Run,Via RunGap,3889,9.84,166,20,FALSE,NA,64.5800018310547,NA,3889,3881,9845.099609375,4.59999990463257,NA,60.9038810729981,NA,1,21,15.3999996185303,0.00203146738931537,NA,NA,78.6887741088867,133,166,139.537536621094,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.81666666666666,0.30856261249678585,2016
69,770897268,"Sep 2, 2016, 2:42:19 PM",Marine Terrace - Happy Hill,Run,Via RunGap,3908,9.96,165,22,FALSE,NA,64.5800018310547,NA,3908,3837,9962.7001953125,4,NA,61.4745292663574,NA,1,20.8999996185303,15.8999996185303,-0.0100374398753047,NA,NA,79.5160903930664,102,165,140.200698852539,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.13333333333334,0.337768679631525,2016
70,770897314,"Sep 1, 2016, 2:57:04 PM",Marine Terrace - Happy Hill,Run,Via RunGap,3923,9.94,158,20,FALSE,NA,64.5800018310547,NA,3923,3882,9943,4.19999980926514,NA,60.7266654968262,NA,1,21.1000003814697,15,-0.0150859905406833,NA,NA,78.7108383178711,117,158,139.701080322266,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.38333333333334,0.3058883507519755,2016
71,770897373,"Aug 31, 2016, 2:05:10 PM",Marine Terrace - Happy Hill,Run,Via RunGap,3955,9.96,164,20,FALSE,NA,64.5800018310547,NA,3955,3889,9968.7998046875,3.9000000953674303,NA,61.8662719726563,NA,1,20.8999996185303,15.6000003814697,-0.0130406869575381,NA,NA,79.461540222168,125,164,136.547180175781,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.91666666666667,0.30341340075853346,2016
72,770897397,"Aug 30, 2016, 1:55:13 PM",Marine Terrace - Happy Hill,Run,Via RunGap,4040,10.06,159,65,FALSE,NA,64.5800018310547,NA,4040,3874,10067,4.40000009536743,NA,62.1898231506348,NA,1.10000002384186,21.8999996185303,16.7000007629395,9.933445835486e-4,NA,NA,78.9962692260742,97,159,135.625198364258,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.33333333333333,0.9653465346534654,2016
73,770897452,"Aug 28, 2016, 2:09:49 PM",Santa Barbara,Run,Via RunGap,3768,9.92,150,15,FALSE,NA,64.5800018310547,NA,3768,3765,9919.099609375,5,NA,20.1166667938232,NA,1.70000004768372,22.6000003814697,8.5,0.0080652479082346,NA,NA,80.3627166748047,95,150,133.165328979492,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8,0.23885350318471338,2016
74,770897523,"Aug 26, 2016, 2:01:53 PM",Marine Terrace - Happy Hill,Run,Via RunGap,4025,9.75,151,15,FALSE,NA,64.5800018310547,NA,4025,4015,9757.099609375,3.9000000953674303,NA,60.6246757507324,NA,1.10000002384186,20.8999996185303,15.6999998092651,-0.00204978929832578,NA,NA,79.2857894897461,92,151,129.30632019043,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.08333333333333,0.2236024844720497,2016
75,770897526,"Aug 27, 2016, 2:37:52 PM",Santa Barbara,Run,Via RunGap,3596,9.94,161,22,FALSE,NA,64.5800018310547,NA,3596,3593,9941,4,NA,19.8957977294922,NA,1.79999995231628,22.3999996185303,9.19999980926514,0.00804748013615608,NA,NA,80.9070510864258,98,161,142.631576538086,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.93333333333333,0.3670745272525028,2016
76,770897568,"Aug 25, 2016, 2:04:44 PM",Marine Terrace - Happy Hill,Run,Via RunGap,3977,9.77,147,15,FALSE,NA,64.5800018310547,NA,3977,3967,9776.7001953125,3.9000000953674303,NA,61.4503440856934,NA,1,20.7999992370605,15.6999998092651,-0.00613703997805715,NA,NA,79.6406631469727,93,147,128.604598999023,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.28333333333333,0.2263012320844858,2016
77,770897617,"Aug 24, 2016, 1:57:33 PM",Marine Terrace - Happy Hill,Run,Via RunGap,3933,9.870000000000001,168,18,FALSE,NA,64.5800018310547,NA,3933,3924,9870.7001953125,3.79999995231628,NA,61.5167274475098,NA,1,21,15.1999998092651,-0.00911789480596781,NA,NA,79.9506072998047,94,168,133.54817199707,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.55,0.2745995423340961,2016
78,770897645,"Aug 23, 2016, 1:40:00 PM",Marine Terrace - Happy Hill,Run,Via RunGap,3839,10.1,159,20,FALSE,NA,64.5800018310547,NA,3839,3821,10103.099609375,4.19999980926514,NA,84.2961196899414,NA,1,20.8999996185303,15.3999996185303,0.00593877118080854,NA,NA,80.3145141601563,98,159,136.889739990234,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.983333333333334,0.3125814014066163,2016
79,770897684,"Aug 22, 2016, 2:05:35 PM",Santa Barbara - Montecito,Run,Via RunGap,3680,9.8,156,26,FALSE,NA,64.5800018310547,NA,3680,3680,9808.099609375,3.9000000953674303,NA,23.6900672912598,NA,0,14.1000003814697,35.9000015258789,0.00407826201990247,NA,NA,80.4550018310547,102,156,144.667953491211,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.333333333333336,0.42391304347826086,2016
80,770897713,"Aug 20, 2016, 1:56:04 PM",Aspen Springs,Run,Via RunGap,4194,8.08,179,60,FALSE,NA,64.5800018310547,NA,4194,4085,8079.60009765625,3.9000000953674303,NA,333.377105712891,NA,2855.89990234375,3054.80004882813,49.5,-0.00123768497724086,NA,NA,77.3094863891602,95,179,150.733383178711,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.9,0.8583690987124463,2016
81,770897766,"Aug 19, 2016, 2:22:01 PM",Aspen Springs,Run,Via RunGap,3837,9.709999999999999,174,62,FALSE,NA,64.5800018310547,NA,3837,3814,9717.7998046875,3.9000000953674303,NA,249.693572998047,NA,2627.30004882813,2876,39.2000007629395,-0.0123484740033746,NA,NA,79.8867568969727,92,174,150.375671386719,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.95,0.9695074276778733,2016
82,770897820,"Aug 18, 2016, 2:44:38 PM",Santa Barbara - Montecito,Run,Via RunGap,4007,10.46,161,28,FALSE,NA,64.5800018310547,NA,4007,3986,10467.7001953125,4.40000009536743,NA,17.1800003051758,NA,1.60000002384186,19.2000007629395,14,0.00859787687659264,NA,NA,80.8283081054688,98,161,144.132766723633,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.78333333333333,0.41926628400299476,2016
83,770897872,"Aug 17, 2016, 2:40:26 PM",Santa Barbara - Montecito,Run,Via RunGap,4019,10.1,150,65,FALSE,NA,64.5800018310547,NA,4019,3986,10100.900390625,4.40000009536743,NA,17.2324104309082,NA,1.70000004768372,19.2000007629395,11,0.00693007558584213,NA,NA,79.0212631225586,92,150,132.927398681641,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.98333333333333,0.9703906444389151,2016
84,770897921,"Aug 16, 2016, 2:18:03 PM",Santa Barbara - Montecito,Run,Via RunGap,4230,10.51,153,18,FALSE,NA,64.5800018310547,NA,4230,4188,10513.099609375,4.30000019073486,NA,17.3107662200928,NA,1.60000002384186,19.2000007629395,15,0.00665835943073034,NA,NA,79.1579971313477,95,153,133.83219909668,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5,0.2553191489361702,2016
